Statistic Label,Year,County,Species,Forest Owner,UNIT,VALUE
Afforestation Area,2022,Co. Cavan,Total Afforestation,Farmer,Hectares,19.0
Afforestation Area,2022,Co. Cavan,Total Afforestation,Non-Farmer,Hectares,96.0
Afforestation Area,2022,Co. Cavan,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2022,Co. Cavan,Broadleaf,Total Afforestation,Hectares,72.0
Afforestation Area,2022,Co. Cavan,Broadleaf,Farmer,Hectares,5.0
Afforestation Area,2022,Co. Cavan,Broadleaf,Non-Farmer,Hectares,67.0
Afforestation Area,2022,Co. Cavan,Broadleaf,Public Sector,Hectares,
Afforestation Area,2022,Co. Cavan,Conifer,Total Afforestation,Hectares,43.0
Afforestation Area,2022,Co. Cavan,Conifer,Farmer,Hectares,14.0
Afforestation Area,2022,Co. Cavan,Conifer,Non-Farmer,Hectares,29.0
Afforestation Area,2022,Co. Cavan,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Clare,Total Afforestation,Total Afforestation,Hectares,211.0
Afforestation Area,2022,Co. Clare,Total Afforestation,Farmer,Hectares,56.0
Afforestation Area,2022,Co. Clare,Total Afforestation,Non-Farmer,Hectares,155.0
Afforestation Area,2022,Co. Clare,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2022,Co. Clare,Broadleaf,Total Afforestation,Hectares,76.0
Afforestation Area,2022,Co. Clare,Broadleaf,Farmer,Hectares,23.0
Afforestation Area,2022,Co. Clare,Broadleaf,Non-Farmer,Hectares,53.0
Afforestation Area,2022,Co. Clare,Broadleaf,Public Sector,Hectares,
Afforestation Area,2022,Co. Clare,Conifer,Total Afforestation,Hectares,136.0
Afforestation Area,2022,Co. Clare,Conifer,Farmer,Hectares,33.0
Afforestation Area,2022,Co. Clare,Conifer,Non-Farmer,Hectares,102.0
Afforestation Area,2022,Co. Clare,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Cork,Total Afforestation,Total Afforestation,Hectares,400.0
Afforestation Area,2022,Co. Cork,Total Afforestation,Farmer,Hectares,98.0
Afforestation Area,2022,Co. Cork,Total Afforestation,Non-Farmer,Hectares,302.0
Afforestation Area,2022,Co. Cork,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2022,Co. Cork,Broadleaf,Total Afforestation,Hectares,190.0
Afforestation Area,2022,Co. Cork,Broadleaf,Farmer,Hectares,78.0
Afforestation Area,2022,Co. Cork,Broadleaf,Non-Farmer,Hectares,111.0
Afforestation Area,2022,Co. Cork,Broadleaf,Public Sector,Hectares,
Afforestation Area,2022,Co. Cork,Conifer,Total Afforestation,Hectares,211.0
Afforestation Area,2022,Co. Cork,Conifer,Farmer,Hectares,20.0
Afforestation Area,2022,Co. Cork,Conifer,Non-Farmer,Hectares,191.0
Afforestation Area,2022,Co. Cork,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Donegal,Total Afforestation,Total Afforestation,Hectares,21.0
Afforestation Area,2022,Co. Donegal,Total Afforestation,Farmer,Hectares,7.0
Afforestation Area,2022,Co. Donegal,Total Afforestation,Non-Farmer,Hectares,13.0
Afforestation Area,2022,Co. Donegal,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2022,Co. Donegal,Broadleaf,Total Afforestation,Hectares,14.0
Afforestation Area,2022,Co. Donegal,Broadleaf,Farmer,Hectares,3.0
Afforestation Area,2022,Co. Donegal,Broadleaf,Non-Farmer,Hectares,11.0
Afforestation Area,2022,Co. Donegal,Broadleaf,Public Sector,Hectares,
Afforestation Area,2022,Co. Donegal,Conifer,Total Afforestation,Hectares,7.0
Afforestation Area,2022,Co. Donegal,Conifer,Farmer,Hectares,5.0
Afforestation Area,2022,Co. Donegal,Conifer,Non-Farmer,Hectares,2.0
Afforestation Area,2022,Co. Donegal,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Dublin,Total Afforestation,Total Afforestation,Hectares,3.0
Afforestation Area,2022,Co. Dublin,Total Afforestation,Farmer,Hectares,3.0
Afforestation Area,2022,Co. Dublin,Total Afforestation,Non-Farmer,Hectares,
Afforestation Area,2022,Co. Dublin,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2022,Co. Dublin,Broadleaf,Total Afforestation,Hectares,3.0
Afforestation Area,2022,Co. Dublin,Broadleaf,Farmer,Hectares,3.0
Afforestation Area,2022,Co. Dublin,Broadleaf,Non-Farmer,Hectares,
Afforestation Area,2022,Co. Dublin,Broadleaf,Public Sector,Hectares,
Afforestation Area,2022,Co. Dublin,Conifer,Total Afforestation,Hectares,
Afforestation Area,2022,Co. Dublin,Conifer,Farmer,Hectares,
Afforestation Area,2022,Co. Dublin,Conifer,Non-Farmer,Hectares,
Afforestation Area,2022,Co. Dublin,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Galway,Total Afforestation,Total Afforestation,Hectares,209.0
Afforestation Area,2022,Co. Galway,Total Afforestation,Farmer,Hectares,56.0
Afforestation Area,2022,Co. Galway,Total Afforestation,Non-Farmer,Hectares,153.0
Afforestation Area,2022,Co. Galway,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2022,Co. Galway,Broadleaf,Total Afforestation,Hectares,53.0
Afforestation Area,2022,Co. Galway,Broadleaf,Farmer,Hectares,10.0
Afforestation Area,2022,Co. Galway,Broadleaf,Non-Farmer,Hectares,43.0
Afforestation Area,2022,Co. Galway,Broadleaf,Public Sector,Hectares,
Afforestation Area,2022,Co. Galway,Conifer,Total Afforestation,Hectares,156.0
Afforestation Area,2022,Co. Galway,Conifer,Farmer,Hectares,46.0
Afforestation Area,2022,Co. Galway,Conifer,Non-Farmer,Hectares,110.0
Afforestation Area,2022,Co. Galway,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Kerry,Total Afforestation,Total Afforestation,Hectares,122.0
Afforestation Area,2022,Co. Kerry,Total Afforestation,Farmer,Hectares,22.0
Afforestation Area,2022,Co. Kerry,Total Afforestation,Non-Farmer,Hectares,100.0
Afforestation Area,2022,Co. Kerry,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2022,Co. Kerry,Broadleaf,Total Afforestation,Hectares,57.0
Afforestation Area,2022,Co. Kerry,Broadleaf,Farmer,Hectares,7.0
Afforestation Area,2022,Co. Kerry,Broadleaf,Non-Farmer,Hectares,49.0
Afforestation Area,2022,Co. Kerry,Broadleaf,Public Sector,Hectares,
Afforestation Area,2022,Co. Kerry,Conifer,Total Afforestation,Hectares,66.0
Afforestation Area,2022,Co. Kerry,Conifer,Farmer,Hectares,15.0
Afforestation Area,2022,Co. Kerry,Conifer,Non-Farmer,Hectares,51.0
Afforestation Area,2022,Co. Kerry,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Kildare,Total Afforestation,Total Afforestation,Hectares,32.0
Afforestation Area,2022,Co. Kildare,Total Afforestation,Farmer,Hectares,
Afforestation Area,2022,Co. Kildare,Total Afforestation,Non-Farmer,Hectares,32.0
Afforestation Area,2022,Co. Kildare,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2022,Co. Kildare,Broadleaf,Total Afforestation,Hectares,16.0
Afforestation Area,2022,Co. Kildare,Broadleaf,Farmer,Hectares,
Afforestation Area,2022,Co. Kildare,Broadleaf,Non-Farmer,Hectares,16.0
Afforestation Area,2022,Co. Kildare,Broadleaf,Public Sector,Hectares,
Afforestation Area,2022,Co. Kildare,Conifer,Total Afforestation,Hectares,17.0
Afforestation Area,2022,Co. Kildare,Conifer,Farmer,Hectares,
Afforestation Area,2022,Co. Kildare,Conifer,Non-Farmer,Hectares,17.0
Afforestation Area,2022,Co. Kildare,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Kilkenny,Total Afforestation,Total Afforestation,Hectares,38.0
Afforestation Area,2022,Co. Kilkenny,Total Afforestation,Farmer,Hectares,14.0
Afforestation Area,2022,Co. Kilkenny,Total Afforestation,Non-Farmer,Hectares,24.0
Afforestation Area,2022,Co. Kilkenny,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2022,Co. Kilkenny,Broadleaf,Total Afforestation,Hectares,15.0
Afforestation Area,2022,Co. Kilkenny,Broadleaf,Farmer,Hectares,4.0
Afforestation Area,2022,Co. Kilkenny,Broadleaf,Non-Farmer,Hectares,11.0
Afforestation Area,2022,Co. Kilkenny,Broadleaf,Public Sector,Hectares,
Afforestation Area,2022,Co. Kilkenny,Conifer,Total Afforestation,Hectares,23.0
Afforestation Area,2022,Co. Kilkenny,Conifer,Farmer,Hectares,10.0
Afforestation Area,2022,Co. Kilkenny,Conifer,Non-Farmer,Hectares,13.0
Afforestation Area,2022,Co. Kilkenny,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Laois,Total Afforestation,Total Afforestation,Hectares,26.0
Afforestation Area,2022,Co. Laois,Total Afforestation,Farmer,Hectares,
Afforestation Area,2022,Co. Laois,Total Afforestation,Non-Farmer,Hectares,26.0
Afforestation Area,2022,Co. Laois,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2022,Co. Laois,Broadleaf,Total Afforestation,Hectares,6.0
Afforestation Area,2022,Co. Laois,Broadleaf,Farmer,Hectares,
Afforestation Area,2022,Co. Laois,Broadleaf,Non-Farmer,Hectares,6.0
Afforestation Area,2022,Co. Laois,Broadleaf,Public Sector,Hectares,
Afforestation Area,2022,Co. Laois,Conifer,Total Afforestation,Hectares,20.0
Afforestation Area,2022,Co. Laois,Conifer,Farmer,Hectares,
Afforestation Area,2022,Co. Laois,Conifer,Non-Farmer,Hectares,20.0
Afforestation Area,2022,Co. Laois,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Leitrim,Total Afforestation,Total Afforestation,Hectares,152.0
Afforestation Area,2022,Co. Leitrim,Total Afforestation,Farmer,Hectares,38.0
Afforestation Area,2022,Co. Leitrim,Total Afforestation,Non-Farmer,Hectares,114.0
Afforestation Area,2022,Co. Leitrim,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2022,Co. Leitrim,Broadleaf,Total Afforestation,Hectares,29.0
Afforestation Area,2022,Co. Leitrim,Broadleaf,Farmer,Hectares,6.0
Afforestation Area,2022,Co. Leitrim,Broadleaf,Non-Farmer,Hectares,23.0
Afforestation Area,2022,Co. Leitrim,Broadleaf,Public Sector,Hectares,
Afforestation Area,2022,Co. Leitrim,Conifer,Total Afforestation,Hectares,123.0
Afforestation Area,2022,Co. Leitrim,Conifer,Farmer,Hectares,32.0
Afforestation Area,2022,Co. Leitrim,Conifer,Non-Farmer,Hectares,91.0
Afforestation Area,2022,Co. Leitrim,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Limerick,Total Afforestation,Total Afforestation,Hectares,100.0
Afforestation Area,2022,Co. Limerick,Total Afforestation,Farmer,Hectares,36.0
Afforestation Area,2022,Co. Limerick,Total Afforestation,Non-Farmer,Hectares,64.0
Afforestation Area,2022,Co. Limerick,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2022,Co. Limerick,Broadleaf,Total Afforestation,Hectares,33.0
Afforestation Area,2022,Co. Limerick,Broadleaf,Farmer,Hectares,13.0
Afforestation Area,2022,Co. Limerick,Broadleaf,Non-Farmer,Hectares,19.0
Afforestation Area,2022,Co. Limerick,Broadleaf,Public Sector,Hectares,
Afforestation Area,2022,Co. Limerick,Conifer,Total Afforestation,Hectares,67.0
Afforestation Area,2022,Co. Limerick,Conifer,Farmer,Hectares,23.0
Afforestation Area,2022,Co. Limerick,Conifer,Non-Farmer,Hectares,44.0
Afforestation Area,2022,Co. Limerick,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Longford,Total Afforestation,Total Afforestation,Hectares,69.0
Afforestation Area,2022,Co. Longford,Total Afforestation,Farmer,Hectares,30.0
Afforestation Area,2022,Co. Longford,Total Afforestation,Non-Farmer,Hectares,39.0
Afforestation Area,2022,Co. Longford,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2022,Co. Longford,Broadleaf,Total Afforestation,Hectares,46.0
Afforestation Area,2022,Co. Longford,Broadleaf,Farmer,Hectares,23.0
Afforestation Area,2022,Co. Longford,Broadleaf,Non-Farmer,Hectares,23.0
Afforestation Area,2022,Co. Longford,Broadleaf,Public Sector,Hectares,
Afforestation Area,2022,Co. Longford,Conifer,Total Afforestation,Hectares,23.0
Afforestation Area,2022,Co. Longford,Conifer,Farmer,Hectares,7.0
Afforestation Area,2022,Co. Longford,Conifer,Non-Farmer,Hectares,16.0
Afforestation Area,2022,Co. Longford,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Louth,Total Afforestation,Total Afforestation,Hectares,15.0
Afforestation Area,2022,Co. Louth,Total Afforestation,Farmer,Hectares,12.0
Afforestation Area,2022,Co. Louth,Total Afforestation,Non-Farmer,Hectares,3.0
Afforestation Area,2022,Co. Louth,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2022,Co. Louth,Broadleaf,Total Afforestation,Hectares,4.0
Afforestation Area,2022,Co. Louth,Broadleaf,Farmer,Hectares,2.0
Afforestation Area,2022,Co. Louth,Broadleaf,Non-Farmer,Hectares,2.0
Afforestation Area,2022,Co. Louth,Broadleaf,Public Sector,Hectares,
Afforestation Area,2022,Co. Louth,Conifer,Total Afforestation,Hectares,11.0
Afforestation Area,2022,Co. Louth,Conifer,Farmer,Hectares,10.0
Afforestation Area,2022,Co. Louth,Conifer,Non-Farmer,Hectares,1.0
Afforestation Area,2022,Co. Louth,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Mayo,Total Afforestation,Total Afforestation,Hectares,161.0
Afforestation Area,2022,Co. Mayo,Total Afforestation,Farmer,Hectares,38.0
Afforestation Area,2022,Co. Mayo,Total Afforestation,Non-Farmer,Hectares,123.0
Afforestation Area,2022,Co. Mayo,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2022,Co. Mayo,Broadleaf,Total Afforestation,Hectares,58.0
Afforestation Area,2022,Co. Mayo,Broadleaf,Farmer,Hectares,14.0
Afforestation Area,2022,Co. Mayo,Broadleaf,Non-Farmer,Hectares,45.0
Afforestation Area,2022,Co. Mayo,Broadleaf,Public Sector,Hectares,
Afforestation Area,2022,Co. Mayo,Conifer,Total Afforestation,Hectares,103.0
Afforestation Area,2022,Co. Mayo,Conifer,Farmer,Hectares,24.0
Afforestation Area,2022,Co. Mayo,Conifer,Non-Farmer,Hectares,79.0
Afforestation Area,2022,Co. Mayo,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Meath,Total Afforestation,Total Afforestation,Hectares,27.0
Afforestation Area,2022,Co. Meath,Total Afforestation,Farmer,Hectares,17.0
Afforestation Area,2022,Co. Meath,Total Afforestation,Non-Farmer,Hectares,10.0
Afforestation Area,2022,Co. Meath,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2022,Co. Meath,Broadleaf,Total Afforestation,Hectares,15.0
Afforestation Area,2022,Co. Meath,Broadleaf,Farmer,Hectares,9.0
Afforestation Area,2022,Co. Meath,Broadleaf,Non-Farmer,Hectares,6.0
Afforestation Area,2022,Co. Meath,Broadleaf,Public Sector,Hectares,
Afforestation Area,2022,Co. Meath,Conifer,Total Afforestation,Hectares,12.0
Afforestation Area,2022,Co. Meath,Conifer,Farmer,Hectares,8.0
Afforestation Area,2022,Co. Meath,Conifer,Non-Farmer,Hectares,4.0
Afforestation Area,2022,Co. Meath,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Monaghan,Total Afforestation,Total Afforestation,Hectares,7.0
Afforestation Area,2022,Co. Monaghan,Total Afforestation,Farmer,Hectares,6.0
Afforestation Area,2022,Co. Monaghan,Total Afforestation,Non-Farmer,Hectares,0.0
Afforestation Area,2022,Co. Monaghan,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2022,Co. Monaghan,Broadleaf,Total Afforestation,Hectares,6.0
Afforestation Area,2022,Co. Monaghan,Broadleaf,Farmer,Hectares,6.0
Afforestation Area,2022,Co. Monaghan,Broadleaf,Non-Farmer,Hectares,0.0
Afforestation Area,2022,Co. Monaghan,Broadleaf,Public Sector,Hectares,
Afforestation Area,2022,Co. Monaghan,Conifer,Total Afforestation,Hectares,1.0
Afforestation Area,2022,Co. Monaghan,Conifer,Farmer,Hectares,1.0
Afforestation Area,2022,Co. Monaghan,Conifer,Non-Farmer,Hectares,0.0
Afforestation Area,2022,Co. Monaghan,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Offaly,Total Afforestation,Total Afforestation,Hectares,53.0
Afforestation Area,2022,Co. Offaly,Total Afforestation,Farmer,Hectares,5.0
Afforestation Area,2022,Co. Offaly,Total Afforestation,Non-Farmer,Hectares,48.0
Afforestation Area,2022,Co. Offaly,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2022,Co. Offaly,Broadleaf,Total Afforestation,Hectares,28.0
Afforestation Area,2022,Co. Offaly,Broadleaf,Farmer,Hectares,1.0
Afforestation Area,2022,Co. Offaly,Broadleaf,Non-Farmer,Hectares,28.0
Afforestation Area,2022,Co. Offaly,Broadleaf,Public Sector,Hectares,
Afforestation Area,2022,Co. Offaly,Conifer,Total Afforestation,Hectares,25.0
Afforestation Area,2022,Co. Offaly,Conifer,Farmer,Hectares,5.0
Afforestation Area,2022,Co. Offaly,Conifer,Non-Farmer,Hectares,20.0
Afforestation Area,2022,Co. Offaly,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Roscommon,Total Afforestation,Total Afforestation,Hectares,176.0
Afforestation Area,2022,Co. Roscommon,Total Afforestation,Farmer,Hectares,36.0
Afforestation Area,2022,Co. Roscommon,Total Afforestation,Non-Farmer,Hectares,136.0
Afforestation Area,2022,Co. Roscommon,Total Afforestation,Public Sector,Hectares,4.0
Afforestation Area,2022,Co. Roscommon,Broadleaf,Total Afforestation,Hectares,57.0
Afforestation Area,2022,Co. Roscommon,Broadleaf,Farmer,Hectares,7.0
Afforestation Area,2022,Co. Roscommon,Broadleaf,Non-Farmer,Hectares,46.0
Afforestation Area,2022,Co. Roscommon,Broadleaf,Public Sector,Hectares,4.0
Afforestation Area,2022,Co. Roscommon,Conifer,Total Afforestation,Hectares,119.0
Afforestation Area,2022,Co. Roscommon,Conifer,Farmer,Hectares,29.0
Afforestation Area,2022,Co. Roscommon,Conifer,Non-Farmer,Hectares,90.0
Afforestation Area,2022,Co. Roscommon,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Sligo,Total Afforestation,Total Afforestation,Hectares,93.0
Afforestation Area,2022,Co. Sligo,Total Afforestation,Farmer,Hectares,2.0
Afforestation Area,2022,Co. Sligo,Total Afforestation,Non-Farmer,Hectares,49.0
Afforestation Area,2022,Co. Sligo,Total Afforestation,Public Sector,Hectares,42.0
Afforestation Area,2022,Co. Sligo,Broadleaf,Total Afforestation,Hectares,59.0
Afforestation Area,2022,Co. Sligo,Broadleaf,Farmer,Hectares,2.0
Afforestation Area,2022,Co. Sligo,Broadleaf,Non-Farmer,Hectares,15.0
Afforestation Area,2022,Co. Sligo,Broadleaf,Public Sector,Hectares,42.0
Afforestation Area,2022,Co. Sligo,Conifer,Total Afforestation,Hectares,33.0
Afforestation Area,2022,Co. Sligo,Conifer,Farmer,Hectares,
Afforestation Area,2022,Co. Sligo,Conifer,Non-Farmer,Hectares,33.0
Afforestation Area,2022,Co. Sligo,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Tipperary,Total Afforestation,Total Afforestation,Hectares,77.0
Afforestation Area,2022,Co. Tipperary,Total Afforestation,Farmer,Hectares,
Afforestation Area,2022,Co. Tipperary,Total Afforestation,Non-Farmer,Hectares,77.0
Afforestation Area,2022,Co. Tipperary,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2022,Co. Tipperary,Broadleaf,Total Afforestation,Hectares,11.0
Afforestation Area,2022,Co. Tipperary,Broadleaf,Farmer,Hectares,
Afforestation Area,2022,Co. Tipperary,Broadleaf,Non-Farmer,Hectares,11.0
Afforestation Area,2022,Co. Tipperary,Broadleaf,Public Sector,Hectares,
Afforestation Area,2022,Co. Tipperary,Conifer,Total Afforestation,Hectares,66.0
Afforestation Area,2022,Co. Tipperary,Conifer,Farmer,Hectares,
Afforestation Area,2022,Co. Tipperary,Conifer,Non-Farmer,Hectares,66.0
Afforestation Area,2022,Co. Tipperary,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Waterford,Total Afforestation,Total Afforestation,Hectares,3.0
Afforestation Area,2022,Co. Waterford,Total Afforestation,Farmer,Hectares,1.0
Afforestation Area,2022,Co. Waterford,Total Afforestation,Non-Farmer,Hectares,2.0
Afforestation Area,2022,Co. Waterford,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2022,Co. Waterford,Broadleaf,Total Afforestation,Hectares,2.0
Afforestation Area,2022,Co. Waterford,Broadleaf,Farmer,Hectares,1.0
Afforestation Area,2022,Co. Waterford,Broadleaf,Non-Farmer,Hectares,2.0
Afforestation Area,2022,Co. Waterford,Broadleaf,Public Sector,Hectares,
Afforestation Area,2022,Co. Waterford,Conifer,Total Afforestation,Hectares,1.0
Afforestation Area,2022,Co. Waterford,Conifer,Farmer,Hectares,1.0
Afforestation Area,2022,Co. Waterford,Conifer,Non-Farmer,Hectares,
Afforestation Area,2022,Co. Waterford,Conifer,Public Sector,Hectares,
Afforestation Area,2022,Co. Westmeath,Total Afforestation,Total Afforestation,Hectares,34.0
Afforestation Area,2022,Co. Westmeath,Total Afforestation,Farmer,Hectares,8.0
